,Text, predicted sentiment
4692,@joerogan #Covid19 is your least concern if you're feeding your kids this junk. Pray #HealthcareForAll covers dental costs too.,0
4693,"#COVID19 #vaccine ""Expert panel recommends U.S. join international vaccine pool, contribute vaccine to low-income nations""   via @statnews",0
4694,He has ZERO shortness of breath... Im not believing that he has #COVID19 or #ChinaVirus # ,1
4695,Twitter users pushback to former governor @GovChristie post regarding checking himself into a hospital. Many sick with COVID are repeatedly denied  from being admitted to the hospital with only mild symptoms. #COVID #WhiteHouseOutbreak #COVID19 #Coronavirus ,1
4696,@TheRickWilson @ProjectLincoln @SteveSchmidtSES @reedgalen @FPWellman It wouldnt be surprising at all that at least 30% of that #RoseGardenMassacre that have tested (+) &amp; we dont know about it yet. Watch out for the #COVID19 trickle in the coming weeks.,0
4697,Well... #Covid19   Maybe @LeighannLord will take this baton? ,0
4698,"Yo, why are there like thousands of people at the Auburn/ Georgia game? I mean, I dropped out of college, but I don't need a degree to know about #COVID19 ",1
4699,"@AmyMcGrathKY Fuck yes @senatemajldr , where have you been the PAST 9 MONTHS!  #LawAndOrderHoax #VoteOutTheGOP #VoteOutEveryRepublican #VoteOutTrump #VoteOutCorruptGOP #VoteOutHate #DitchMitch2020 #MoscowMitch #COVID19 #BLM #GOPHypocrisy #TraitorTrump",0
4700,New COVID-19 cases in the EU are up 7% for the week  #CoronaVirusUpdate #COVID19 ,1
4701,@Out5p0ken @realDonaldTrump The 200.000+ dead looks like hell ... It is just the new communication strategy to fix his crashing polls and the worst is that it is working as people empathize for him. #LiarInChief #CrookedTrump #Rigged #COVID19 #COVIDIOTS,0
4702,@sunnyda04345949 @MelPemberton19 @BorisJohnson We are waiting for this #ClassActionLawSuit to jump out of the starting blocks &amp; slam all the globalists in the place that hurts the most.... THEIR POCKETS. This #COVID19 &amp; #PCRfraud ends NOW. ,1
4703,@realDonaldTrump @VP @TheJusticeDept @SecPompeo @TuckerCarlson @IngrahamAngle @PressSec @GOPLeader @SenTomCotton @DevinNunes @RepAndyBiggsAZ @Jim_Jordan @RepDougCollins @RepMattGaetz @replouiegohmert @SenMikeLee @MarshaBlackburn @SenTedCruz @DHSMcAleenan @TomFitton @marklevinshow @rushlimbaugh @seanhannity @dbongino @MariaBartiromo @charliekirk11 @JudgeJeanine @michellemalkin @LouDobbs @csthetruth @POTUS @JaySekulow @RudyGiuliani @BetsyDeVosED @RMConservative @MattWalshBlog @andrewklavan @tracybeanz @EricTrump @SecAzar @PeterNavarro45 @CDCDirector @DHS_Wolf @SWAtlasHoover @senjudiciary @JoeBiden @DNI_Ratcliffe @senatemajldr @FoxNewsSunday Unbelievable #ChrisWallace you are one Grade-A Assh0le to say what you said. All according to plan right Chris? @FoxNews should be ashamed for having him on board! WATCHChris Wallace on impact of Trump's #COVID19 diagnosis on the election ,0
4704,"#COVID19 cases, Trump: US reports most daily infections since mid August ",0
4705,"@pastormarkburns @realDonaldTrump It IS possible that President Trump &amp; his team were targeted for #COVID19, by a whole bunch of non-mask wearing, arrogant &amp; ignorant non-science believers that work AND reside at 1600 Pennsylvania Avenue.",0
4706,#Covid19 isnt killing regular everyday people anymore...the only time you hear about it now is if an athlete has it or dumb ass #Trump but its not being broadcasted as much! And yall fell for this dumb shit,0
4707,"@fortunefunny Ivanka Trump is like her father. These grifters don't care. It is all about money, power and their egos. The entire town could get #COVID19 they wouldn't care.",1
4708,"You know... If @realDonaldTrump. Hadn't been tested for #COVID19 , he wouldn't even have it.",0
4709,Y should there b cap when #supermarket dun? They dun limit nor enforce social distancing within  #ntuc #coldstorage #sengsiong #COVID19 #Singapore @NEAsg ,0
4710,"An effective #vaccine may be the only real protection against #Covid19 as things stand, but dont pin your hopes on getting it soon, @kalyanray30 reports.   ",1
4711,@Francis_Hoar @Michel_F_Henry @lanehead_highrd @mattuthompson When somebody 'tests positive' for #COVID19 what is the treatment that the NHS provides to cure it?,0
4712,#BREAKING #trump #COVID19 #Blackmedia #Blacknews #vickidillard SUBSCRIBE to my personal channel at     ,0
4713,"Seven-time MLA &amp; ex-minister from #Odisha, Pradeep Maharathy passes away. He was hospitalised after being tested positive for #COVID19 in September &amp; was undergoing treatment at a private hospital in Bhubaneswar (File Pic) ",0
4714,The @JamesFallows op-ed on #journalism &amp; #2020election cited by @jayrosen_nyu FYI. Takes on a more acute context with current @POTUS #covid19 infection careening? #media #democracy #propaganda ,0
4715,"@BadAttitudeMan @miserablelib What in the world does this have to do w/the discussion? i.e. how disease spreads &amp; rejection of science by a group of religious fanatics ITO #COVID19.  Yes, yr video looks very anti-Semitic, but that's yr problem sitting in a self-imposed pile of yr own white supremacist trash.",0
4716,@atensnut The Second Wave of #COVID19 still a Chinese Formula or is the New virus from the Never Trumper Traitors,0
4717,"If you choose to attend or not to attend you do so knowing that about  of the ppl &amp; maybe more, will have choosen not to #WearAMask &amp; keeping social distance won't be possible a large amt of the time. #RoseGardenMassacre #SuperSpreader #COVID19  Walter Reed  #GOPSuperSpreaders",0
4718,"@BAljancic @CieGrant @CoachChase3 @Jeff_Hoffman816 @COX_B Its not necessarily Trumps fault that any one individual gets sick (well, except after he was among thousands of ppl knowing he has #COVID19, but I digress...). He IS responsible for the disaster that has led to 7 million ppl getting sick and 200,000 dying. See the diff?",1
4719,"Mental health group warns of 'echo pandemic' among traumatized health workers, vulnerable Canadians  #MentalHealthCrisis #COVID19 #COVID19Ontario #Ottawa ",0
4720,@joegarra61 @vspyvspy @callapilla @VicGovDHHS @western_health @DanielAndrewsMP @VictorianCHO @KellyGrigsbyCEO @georgiecrozier Hard 4 leopard to change spots. Never worked with #JustAGP in past-so why start now? In my view this #LAHU is the last roll of the dice in this tricky situation .@VicGovDHHS #COVID19 @VictorianCHO @FamilyGPau3025 @HobsonsBayCC @amavictoria @racgp @GPsDownUnder @ausgpalliance,1
4721,"@eican @NaomiBiden Turns out she wore it, because they knew they had #COVID19",0
4722,"#Kentucky reports highest daily number of new #CoronaVirus cases ever; 1,275 new #COVID19 cases announced on Saturday; #infectiousDisease #publicHealth #StayHome #SuperSpreader   ",0
4723,The greatest hypnosis on the Planet Earth is an oblong box in the corner of the room. It is constantly telling us what to believe is real.  Unplug and Subscribe to TDV--&gt;   #COVID19 #Media #Propaganda ,0
4724,"#Wisconsin health officials on Saturday said the state set a single-day record for #COVID19 #CoronaVirus cases with nearly 2,900 positive tests; #infectiousDisease #publicHealth #StayHome #SuperSpreader  ",0
4725,"Let's face it, even though @PM_Nepal is free from #COVID19, shouldn't there be a clear protocol in a place to follow if he gets infected. I am sure constitution is absolutely silent about it and we have no such precedence. What happens if @PM_Nepal gets #COVID19? @sudheerktm ",0
4726,@SteveGuest @realRyanPence Do we expect anything less from #ChinaJoe supporters? They back the guy owned by the regime who gave US #COVID19. #QuidProQuoJoe #SpawnsOfSatan,0
4727,"This is what @realDonaldTrump is doing to the nation. If he recovers from his self-inflicted #COVID19 infection, we have to fire him - and get this jerk arrested. ",0
4728,Are you #statisticalhandling your #infection or actually! #COVID19  #coronavirus,0
4729,Latest update from #POTUS himself #COVID19 ,0
4730,Waiting for the world to be same as. It was before #COVID19  Social distancing is abnormal,0
4731,"Ontario has outbreak again, mainly Toronto GTA again. Feds are allowing foreigners to bring in #covid19. LILLEY: No visitors to your house for thanksgiving but granny can fly in from overseas? Along with foreign students and foreign nationals?  ",1
4732,CNN BREAKING FAKE NEWS:  Actor Jussie Smollett Reports CoronaCootie Victim-Like Symptoms    #JussieSmollett #BestCrysisActor #ChrisCuomo #FakeNewsCNN #GloboHomoNewsNetwork #StayHomeSaveLives #Covid19 #Plandemic #Event201  ,0
4733,#auspol #COVID19 By sending people into poverty Morrison and Frydenburg will increase the prospect of the spread of covid.,0
4734,Im with @ProjectLincoln @JoeBiden bring out all the ads because the #Trump sob story video is BS. This was a planned distraction. All the #MAGAt idiots will fall for it but the fact is #TrumpTraitor called #COVID19 a hoax. Dont fall for it. #JoeBidenKamalaHarris2020,0
4735, What Are Zoonoses Viruses?  Short Video 2:27 via DW Tomorrow Today Science Magazine  #coronavirus #COVID19 #Wildlife #Zoonoses #HabitatDestruction #Deforestation #FactoryFarms #Urbanization   ,0
4736,Due to the ongoing pandemic of the #coronavirus (#Covid19)   Cineworld is shuttering all 543 of its Regal Cinema venues in the U.S. and all cinemas across the U.K. and Ireland this coming week (via @variety),0
4737,"@LBCNews US President Donald Trump, the halfwit who denied that #COVID19 was any worse than bog standard influenza is now infected with #coronavirus. Couldn't have happened to a more deserving guy.",0
4738,#COVID19 caught up with their greed #GOPSuperSpreaders,0
4739,"Dumbest conspiracy theory of the day . . .  ""Trump did not wear a hidden oxygen tank while heading to the hospital, BuzzFeed News and Lead Stories confirm""  @JudgeJeanine #JudgeJeanine #COVID19 #VOTE #TrumpCovid   ",0
4740,@Brick_Suit @docdhj CNN BREAKING FAKE NEWS:  Actor Jussie Smollett Reports CoronaCootie Victim-Like Symptoms    #JussieSmollett #BestCrysisActor #ChrisCuomo #FakeNewsCNN #GloboHomoNewsNetwork #StayHomeSaveLives #Covid19 #Plandemic #Event201 ,0
4741,"I see #COVID19 missed Georgia, must be nice... ",0
4742,"@SmartPune @SmartPune Won't be surprising if over the next few days local authorities come out patting their backs for ""bending the #COVID19 curve"" since it has now been artificially placed on a downward trend. That'd be not only meaningless, but outright dangerous because  #Pune ",0
4743,"@TheDailyEdge Trump goes to dozens of rallies and never catches #COVID19. He and his team do a debate with @JoeBiden, and he and his whole team catch it?  Remember, there is an incubation period.  The timing of them all getting Covid at the same time indicates he was targeted.",0
4744,"@JasonMillerinDC Since everything that comes out of the @WhiteHouse is a lie (72 hours, give or take 36 hours), how do we know that it's one take and that there was no TelePrompter?  And @JasonMillerDC, during the shooting of that video, did you get any more campaign staffers pregnant?  #COVID19 ",0
4745,"How WILD would it be if, IF, DT actually tweeted or made a vid telling Americans to wear face coverings..?? To use his mistake as an example of how serious #COVID19 really is!! #TrumpHasCovid   I know, I know.... ",0
4746,"54,441 positive cases of #COVID19 #CoronaVirus reported in US on Friday, highest single-day case count sinceAug.14, when the country recorded just over 64,000 cases, per Johns Hopkins University data; #JHU #infectiousDisease #publicHealth #StayHome   ",0
4747,You ever look at one of those Masks Under an Optical Microscope?   You see those holes?    Well you know what you can NOT see with an Optical Microscope?  a Virus..  Those holes seem a  lot larger now @CDCgov  #COVID19 What is the best way to Atomize a liquid? @joerogan,0
4748,Sh @dpradhanbjp Ji Union Minister who has recently recovered from Covid19 today donated Plasma .He appealed to all #COVID19 recovered persons to donate plasma which will be a great humanitarian as well as spiritual service in the time of pandemic.   #DpDonatesPlasma ,0
4749,"Childen who are sick with #COVID19 are separated from family...parents can't even hold their child to comfort them...but, apparently, #Trump can have the whole damn #SuperSpreader #WhiteHouse and #GOPSuperSpreaders accompany him while he receives the best medical care",1
4750,@realDonaldTrump #Trudeau ain't no #Trump  #MAGA #MCGA #BlueLivesMatter #Covid19 ,1
4751,Conor Orr of Sports Illustrated: NFL should pause season after Cam Newtons positive #COVID19 test and yet another game gets postponed. ,1
4752,There has been a total of 12 new cases and 1 death recorded in the past 24 hours. Our condolences are with the family who lost their loved one. #covid #covid19 #victoria #covid19vicdata #coronavirus #covidvic #coronavirusupdate,0
4753,Well we are 3/4 done with #2020 #COVID #COVID19 #nfl ,1
4754,@EliseStefanik @MelissaDeatsch @joniernst @TeamJoni .@SenJoniErnst said Iowa doctors and nurses were faking #Covid19 deaths so they could earn a bonus.  Ernst is a conspiracy theorist.  Her disrespect for frontline healthcare professionals is jaw-dropping wrong.  ,0
4755,@Francis_Hoar @Michel_F_Henry @lanehead_highrd @mattuthompson #COVID19 is the world's first disease that you need to be tested for to see if you've got it.  Imagine the billions of lives that could have been saved if only we'd had flu tests every winter. How have we survived this long without tests?,0
4756,Activism isn't cancelled. Feminism isn't cancelled. Caring for others isn't cancelled. Fighting for equality isn't cancelled.  We still have work to do in the time of #COVID19.  #GenderEquality ,1
4757,"3% of #COVID19 cases in #USA is #dead. Be safe, Avoid #crowds, #WearAMask, #washyourhands, #keepdistance, do your #contacttracing, and get #tested if necessary. Maybe you are young and you will survive, but you can infect others, and that people others, and someone will die.",0
4758,The #COVID19 is coming from inside the White House!,1
4759,"@Timcast Yes, It must be so ""boring"" for Trump, actively contributing to nearly 210,100 American deaths from #COVID19 by constantly spreading misinformation, conspiracy theories and mocking people for wearing facemasks and social distancing as he spreads covid to everyone in the WH.",0
4760,"Saw a clip on @FoxNews of @POTUS today at Walter Reed. An honest person has to concede that even with #COVID19, Mr. #Trump still has more energy &amp; makes more sense than #SlowJoe #SleepyJoeBiden. Also saw a clip of #Biden stammering to find his words to not attack #POTUS.",0
4761,"The average age of patients who die from #COVID19 at hospitals owned by #Irans Social Security Organization is 69, according to an Iranian official.",0
4762,"@Book_E @baritone @ReggieHargett @kaitlancollins @neontaster He is not well...that is a known.  He has #COVID19.  He is morbidly obese, because he clearly is not 244 lbs nor 63. He is an Adderall addict. He lost control of his bowels years ago because of this addiction. His diet is grease, fat and pink slime. Care to try again?",0
4763,We asked when top energy/enviro officials were last with Trump when he got #COVID19   @Interior said Sept. 17 for @SecBernhardt    @EPA said no recent contact for @EPAAWheeler   @ENERGY didnt say  Great team effort w/ @lesleyclark @MichaelDoyle10   ,0
4764,"#India has scaled up its testing capacity from one in January to more than 7.7 cr in October. With progressively falling positivity rate, testing has worked as an effective tool to limit the spread of #COVID19 infection: Union Ministry of Health &amp; Family Welfare ",0
4765,"Great to see the president doing well. God speed, sir!   Miracles coming down from God... praying for our president @realDonaldTrump, the First Lady and the millions impacted by #COVID19. ",0
4766,This Auburn vs Georgia game is a SUPER SPREADER event. #CollegeFootball  #COVID19,1
4767,"#DonaldTrump said in a video from his hospital room that he felt much better and hoped to be back soon, after a day of contradictory messages from the White House about his condition following his #COVID19 diagnosis. ",1
4768,@rcn400 #COVID19 battles the almighty $$ Guess who wins,0
4769,I literally think #COVID19 is a hoax. Stop wearing your masks! It is useless! #SCSen #SCSenDebate #SendLindseyHome,0
4770,@NBCPolitics How would trump react if it was Biden who caught #COVID19 ???,0
4771,"I absolutely love @harrisonjaime  He mopped the floor with @LindseyGrahamSC   Harrison crushed Graham for not taking #COVID19 seriously, defending Trumps failed handling of the pandemic, neglecting  #SouthCarolinas dire economics due to the virus.    #JamieHarrison4Senate ",1
4772,"Apparently no one has died of #SARS_CoV_2 aka #COVID19  by itself yet.  Unless you have serious co-morbidities #SARSCoV2, just like the #flu will not kill you.  #KeepCalmAndFuckingCarryOnSchmucks",0
4773,"#EndorsementAlert: Thank you to the Fort Bend Business Coalition for your support! Our businesses need policies that will help them recover and grow, especially after #COVID19. ",1
4774,"@DanRather You know #media , you have the upper hand going forward. If Trump schedules a live briefing, you tech do NOT have to show up. The #WhiteHouse is not guaranteed #COVID19 free. They already said they are still NOT mandating #masks - So Unless everyone, incl Trump wears one..NO GO.",1
4775,"They're  criminals: @ABCNews spotted @EricTrump @LaraTrump, @WhiteHouse adviser...son-in-law Jared Kushner...chief of staff @MarkMeadows...campaign manager @BillStepien--who has since tested + for #COVID19--walking around hotel lobby w/out masks, perusing snack shop  #copolitics",0
4776,"Today's #GOP think 200,000+ dead people thanks to an incompetent idiot of a president is something to celebrate. #COVID19 ",0
4777,@McFaul Is he really sick with #COVID19?? Did an independent specialist administer the test and evaluate it?? This is all theater to get sympathy &amp; emerge as King Conquerer of COVID. Dont fall for it.,1
4778,"@kurteichenwald lol I've only heard one person say he LIKES wearing a mask &amp; secretly I think he may eat paste lol. I complain much more than my 85 year old, 1 lunged, twice Cancer surviving Mother but I wear a mask EVERYWHERE outside the house.  #WearADamnMask  #COVIDIOTS #COVID19",1
4779,How can you tell those things on the table are props? There is no #Sharpie. #COVID19  #WearYourMask ,0
4780,"not everyone there will #WearAMask  &amp; certainly many won't have N95. Now at the SCOTUS nomination ceremony in the Rose Garden &amp; at a Trump rally, the situation on the ground is different.  #RoseGardenMassacre #SuperSpreader #COVID19  Walter Reed  #GOPSuperSpreaders",0
4781,"You attend these activities bc you value civil disobedience &amp; paying tribute to RBG. You do so knowing there will be little to no social distancing &amp; while you may #WearAMask, #RoseGardenMassacre #SuperSpreader #COVID19  Walter Reed  #GOPSuperSpreaders",0
4782,"By the way, nonN95 masks are not a substitution for social distancing, so the should-to-shoulder protests, rioting &amp; RBG vigils are NOT following the guidelines.  But that's ok.   #RoseGardenMassacre #SuperSpreader #COVID19  Walter Reed  #GOPSuperSpreaders ",0
4783,Listen to how ridiculous the media are when they're reporting on large #BLM protests compared to when they talk about lockdown protests &amp; Trump rallies:  #RoseGardenMassacre #SuperSpreader #COVID19  Walter Reed  #GOPSuperSpreaders,0
4784,"I'm really tired of ahole Democrats &amp; their media ignoring ALL the large gatherings on the left- months of daily #BLM protests, riots ANTIFA, vigils &amp; funerals &amp; pretending as if all these ppl are wearing masks &amp; distancing  #COVID19  Walter Reed  #GOPSuperSpreaders ",0
4785,"@StefComedyJam Unfortunately Stephen Miller cannot test positive. You have to have a living host with a beating heart for the coronavirus to blossom into #COVID19 (and the test to reveal its presence).   Portrait by Ryan Parker,   ",0
4786,My @sloan_kettering ID colleague Kent Sepkowitz asks all the right questions - Kent points to the fact that relevant #COVID19 medical information on @POTUS has not been reported. #CNN ,0
4787,"The child-like utopian left, Democratic media &amp; feminized Marxist authoritarians don't seem to understand that as transmissible as the #SARS_CoV_2  virus is, eventually (more or less) everyone is going to be exposed.   #COVID19 Staten Island  Walter Reed  #GOPSuperSpreaders",0
4788,Ive been hoarding my new clothes bc duh #COVID19 and #QuarantineLife but that ends tonight.   Now I cant pick which one to wear  ,0
4789,"Several Senators and the President now have #COVID19, and we wish them a speedy recovery. But I can't help thinking that the gold-plated health care they have is an unfair advantage -- the poor have a much higher mortality rate from this disease. We need #UniversalHealthCare now!",0
4790,"Robert Louis Stevenson once said ""sooner or later, everyone sits down to a banquet of consequences."" I'm not one to feast on the suffering of another, but #45's fate is the result of self-inflicted misery.  #2020election #coronavirus #COVID19 ",1
4791,"Daily Updates (10/03) : Wisconsin . Confirmed: 138,002 + 3,054 7-day avg: 2539 . Fatal: 1,383 + 20 7-day avg: 13 . Hospitalization: 692 . Positivity: New: 21.4% 7-day avg: 21.91% . #mSightly #COVID19 #COVID_19   ",0
4792,I love how these politicians who are just itching to take healthcare away from citizens go snd check in to hospitals as precautionary measures while the rest of us have to fight for basic care. #COVID19 #CovidCaughtTrump,1
4793,"Say whatever you want about the president, but to wish he doesn't recover from #COVID19 is completely disrespectful. He's still the captain of our ship and we still need him, for now, to keep it afloat. I would feel this way about any president. #CovidCaughtTrump",0
4794,"The town of #JacksonHole, like #Laramie, is experiencing an explosion of #COVID19 cases. Reopening of schools, and failure by @GovernorGordon to mandate masks at indoor venues and sufficiently curtail gatherings, is the cause. There's no room for denialism anymore.",0
4795,"Watch @potus #Trump CONTINUE to put Americans &amp; #AmericaFirst, even while he fights &amp; recovers from #Covid19. Watch.  #LeadRight #VoteRed #TurnNVRed #TurnCongressRed #TurnAmericaRed #4MoreYears #Trump2020 ",0
4796, Sign State and Ill deliver a copy to your officials:    No. 1 is from Connie to Rep. Stone and Sen. Wojno  #MIpol #COVID19 ,0
4797,"India has scaled up its testing capacity from one in January to more than 7.7 cr in October. With progressively falling positivity rate, testing has worked as an effective tool to limit the spread of #COVID19 infection: Union Ministry of Health &amp; Family Welfare ",0
4798,@realDonaldTrump no need to wear a suit while your sick sir. We the people sure wouldnt. Presidential sweats work just fine. Well be your huckleberry. Get well soon! We need our leader!!! #Trump2020 #COVID19 #AmericaFirst #MakeAmericaGreatAgain,0
4799,Canadian Border stays CLOSED until US controls Covid! #COVID19 #Canada ,0
4800,"Cases: 34,791,855 (+0)  Deaths: 1,031,528 (+404)  Recovered: 24,166,689 (+5,016)  Active Cases: 10,625,166 (30.540000000000006%) Completed Cases: 25,198,217 (72.43%) Mortality Rate: 2.96% (No Change) Case Fatality Rate: 4.09% (No Change)  #COVID19 #Coronavirus #StayHome",0
4801,"@realDonaldTrump Impressive what US$ 750 in #taxes a year can get you. #America truly is land of dreams. But, hey, why 210K of those paying 10 times more taxes than he did are dead because of same #Hoax #COVID19???? Strange!!!",0
4802,"@1969Enigma @erinotoole @SonaNanotech @GovCanHealth @PattyHajdu @MichelleRempel @CPHO_Canada in house tested and validated. MRIglobal top notch US lab validated, in-field tested. Gold nanorod technology and detects the virus at low viral loads in asymptomatic in 15mins. On the spot. No readers! #covid19",0
4803,"@pastormarkburns @realDonaldTrump Answer me this, do you find the following question to be stupid?  Is it possible that President @realDonaldTrump &amp; his team are lying about having #COVID19?   If so, you know why I find your question to be stupid.",1
4804,"@stevebenen @joshtpm Dems need to run hard in corruption issue in addition to #COVID19 are you listening @mjhegar and others, tie them all to trump corruption, incompetence &amp; #COVID19   It ties up in a nice package. #MoscowMitch @LindseyGrahamSC et al.  All liable for this mess",0
4805,L.A. County coronavirus numbers show continued decline in hospitalizations   READ MORE:   #cdc #coronavirus #covid19 #mers #outbreak #pandemic #sars #ViralOutbreak #virus #who+,0
4806,.@pastormarkburns and this would have been done how? A suicide #COVID19 bomber? ,1
4807,This #COVID19 induced flat cap sucks. The trade market is frozen like a pond in a Canadian winter. #Canucks,1
4808,@chipfranklin We have been gaslighted so much by @realDonaldTrump that we dont even know if we should believe if he even has #COVID19 or not.   Hes done a bang up job abusing us as a nation.,1
4809,"So there's this movie called Dave, where the President is incapacitated but his evil staff lie to the public and hire a replacement to act as their puppet in the meantime, and wouldn't that be unthinkable at any other point in history  #President #COVID19 ",0
4810,"@CBSEveningNews @suzmarques @DrLaPook @POTUS Wasted treatments, he wont take #COVID19 seriously!",0
4811,Draftkings Bestball players gonna get passed up this week due to #Covid19 cancelled games...,1
4812,@DeAnna4Congress Alcohol kill #COVID19,0
4813,New #IHME study shows how much #COVID19 is still with us - cases rising fast in US and around the world and deaths slated to double by the end of the year - and they estimate we could save 86k lives in US if everyone would just #WearAMask @PandemicAction ,0
4814,"This. So, so much this. I will never not be angry about the way the #GOPSuperSpreaders have handled #COVID19 in this country ",1
4815,GOP Sen. Ron Johnson Went to Oktoberfest Party While Awaiting #COVID19 Test Results #SmartNews  ,0
4816,"Im a big believer that masks save lives with #COVID19 - I just dont understand why 10 months in we dont universally have better ones. Ones that are more comfortable to wear, that dont muffle speech, that dont fog glasses, that you can easily exercise in (even at VO2 max) ",0
4817,45 &amp; his representatives clearly dont understand how #COVID19 works. Its not something you can recover from in a day or even weeks. Its a dangerous aggressive virus that often ebbs &amp; flows. People can feel fine and quickly sicken. 45 has pre-existing high risk conditions so...,0
4818,"Top updates on #Covid19 pandemic   Trump says he is doing well after testing positive   India crosses 1 lakh deaths   At 21%, India sees max recoveries reported worldwide  Oxford vaccine candidate may be rolled out within six months or less, as per media reports ",1
4819,@Imani_Barbarin Legit #allCovidPatientsmatter lets not be distracted from the dog whistle to the proud boys by the most recent publicized #COVID19 patient.  #COVID is real and hes related to #Karma - #TrumpHasCovid #TrumpCovid,0
4820,The #TrumpTraitor video is nothing but BS. This is what a narcissist does. Distract from all the negative that is bringing he and the #GOP down. Call me heartless but this is a ploy. His thanking the front line health care workers? F-ing kidding me? He said #COVID19 is a hoax!,0
4821,"Daily Updates (10/03) : Texas . Confirmed: 763,010 + 7,006 (included catch up data ~3k) 7-day avg: 4225 . Fatal: 15,992 + 97 7-day avg: 72 . Hospitalization: 3,195 . Positivity: New: 6.7% 7-day avg: 6.18% . #mSightly #COVID19 #COVID_19   ",0
4822,@ThePlumLineGS Blatant disregard for medical experts' guidance is handling #COVID19 responsibly? SMH...,1
4823,"Daily Updates (10/03) : Florida . Confirmed: 714,591 + 2,787 7-day avg: 2273 . Fatal: 14,803 + 73 7-day avg: 88 . Hospitalization: 2,037 . Positivity: New: 11.2% 7-day avg: 11.25% . #mSightly #COVID19 #COVID_19   ",0
4824,@TaylerUSA Mannnnnn....I hope he's not sick too. He's been coughing a lot. I may not care for him politically but I would hate to see him sick. Praying for Trump and Biden. #COVID19 #Trump #Biden,0
4825,"@GooRee @DrEricDing Yes, Boris Johnson - you get #Covid19 as part of your job !!",1
4826,"Ahem. Sir, the plague, as learned in basic elementary SCIENCE class, is bacterial. Covid is not bacterial. You're welcome. #BackToSchool2020 #COVID19 #idiot",0
4827," ""With #COVID19, it could fall sharply to between -2% to -5% in2020, resulting in the 1st recession in 25 years""  ",1
4828,"Attending my first drive through haunted house due to #Covid19   Wow, this year is really different but, Im giving up on my favorite holiday thats why Ive strived to make this October fun. At work and outside",1
4829,@trbrtc @saletan Well who is this lady doing everything in her power to #superspread #COVID19 if she has it? Its bad enough not wearing a mask but must you shout it from the White House?? ,0
4830,#UnionYes! Unions are essential for all #EssentialWorkers during #COVID19 ,0
4831,@cnnbrk Maybe it's true or maybe it's just a lie ... all I know is that #COVID19 is Not a lie ! ,0
4832,"Cases: 34,791,855 (+6,600)  Deaths: 1,031,124 (+0)  Recovered: 24,161,673 (+0)  Active Cases: 10,630,182 (30.549999999999997%) Completed Cases: 25,192,797 (72.41%) Mortality Rate: 2.96% (No Change) Case Fatality Rate: 4.09% (No Change)  #COVID19 #Coronavirus #StayHome",0
4833,"@TommyHicksGOP @realDonaldTrump @GOP reckless #COVID19 behavior led to over 200,000 American deaths.",0
4834,"think  @realDonaldTrump  being diagnosed with #COVID19 should be a HUGE wakeup call to him, that right now, more then ever he needs to put me to his will! #UFCFightIsland4",0
4835,"@morethanmySLE @DanSullivan_AK Actually, might be a good thing!  The more of these #GOP Senators that expose themselves to #COVID19, the greater the chance @senatemajldr McConnell will be forced to delay the confirmation of #AmyCovidBarrett until AFTER the election.",0
4836,Three NC Establishments Close to Deep Clean After Ivanka Trump Visit #SmartNews #COVID19  ,0
4837,"@GovChristie Imagine going to the hospital as a ""precautionary measure"" and having your insurance pay for it. Precautionary? @GovChristie and Trump have a helluva lot better healthcare than the masses, still Trump and GOP want to take what we do have. #VoteHimOut2020 #COVID19",0
4838,"@XanaduNow12 @TeaPainUSA Mhmmm. and Now he's on video, praising Drugs as sent from Heaven and miracle cures!!   His Buffoonery will never End!   #SuperSpreader #VoteHimOut #VOTE #VoteEarly #VoteTrumpOut #TrumpHasCovid #TrumpVirus #COVID #COVID19 #CovidCaughtTrump",1
4839,"The #USA has 214,277 #Covid19 deaths to date. Of that number just under half, 106,290 #CoronaVirus deaths, belong to the top 6 states. #COVID19   NY   33,290 TX   16,480 NJ   16,254 CA   16,119 FL   14,640 MA   9,507",0
4840,"UK announces more than 10,000 daily cases for first time  #coronavirusuk #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #uk #england",0
4841,"#TrumpHasCovid If it is proven Trump has #COVID19 then I wish him a speedy recovery (more than he has wished anyone with COVID or any of the 210,000 + who died  from it).  Because he is a person.  (But also he needs a speedy recovery, so he can be held accountable!) #VoteHimOut",0
4842,".@SenRonJohnson Sir, please understand that if you are positive for #Covid19 and dont show symptoms you are STILL CONTAGIOUS! Have some regard for others if youre even capable.",0
4843,"@SirajAHashmi @JoyAnnReid I feel badly for Chris Christie. Also: Shouldn't all Americans have access to #COVID19 #TestandTrace #healthcare &amp; #hospitals? We need a national, federal response policy to Coronavirus &amp; infectious diseases. Trump's response team is abysmal #MedicareForAll #HealthcareHeroes ",0
4844, #covid19 (at Big Six Towers)  ,0
4845,#covid19 @ Big Six Towers ,0
4846, @glennkirschner2 good call. It's power and the complicit. #CovidCaughtTrump might be a #fraud #IllegitimatePresident @realDonaldTrump's not got #COVID19 #CoronavirusOutbreak is real but he's just acting. It's a conspiracy.,0
4847,If US States were countries ...  North Dakota would have third highest incidence rate   US States would predominate the worst hit counties ranking   6 out of the top 10 would be US States   #CoronaVirusUpdate #COVID19 ,0
